time,"Ambient air temperature (℃)","ATF temperature var.3 (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine fuel rate (L/h)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel System A Use Percentage Bank 1 (%)","Fuel System A Use Percentage Bank 2 (%)","Fuel System B Use Percentage Bank 1 (%)","Fuel System B Use Percentage Bank 2 (%)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake air temperature B1S1 (℃)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
17:52:02.603,,,,,,,,0.26503184728894025,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:02.673,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:02.723,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:02.754,,,,,,,,0.2649761141643281,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:02.803,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:02.854,,,,,,,,0.26493905083519037,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:02.904,,,,,,,,,,,,,,,,,,,,607,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:02.933,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:02.953,,,,,,,,0.2649020733854706,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.077,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.123,,,,,,,,0.2648391900883787,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.184,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.223,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.253,,,,,,,,0.2647911818764629,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.324,,,,,,,,,,,,,,,,,,,,593,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.373,,,,,,,,0.2647466580780791,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.425,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.455,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.465,,,,,,,,0.26471271194217844,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.524,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.573,,,,,,,,0.2646728062655397,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.624,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.664,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.693,,,,,,,,0.2646284202125662,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.756,,,,,,,,,,,,,,,,,,,,594,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.804,,,,,,,,0.26458724389794375,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:03.886,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.973,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:03.994,,,,,,,,0.26451710479680357,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:04.053,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.093,,,,,,,,0.26448026700275196,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:04.173,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.213,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.247,,,,,,,,0.2644235878884402,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:04.323,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.373,,,,,,,,0.2643772131139269,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:04.447,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.493,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.524,,,,,,,,0.26432147849042437,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:04.604,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.654,,,,,,,,0.2642734002998485,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:04.751,,,,,,,,,,,,,,,,,,,,593,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.834,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.874,,,,,,,,0.2641924193510705,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:04.947,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:04.992,,,,,,,,0.26414869011449116,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.054,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.092,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.113,,,,,,,,0.26410443749328855,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.174,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.226,,,,,,,,0.26406278848071496,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.293,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.326,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.347,,,,,,,,0.26401795889088814,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.414,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.464,,,,,,,,0.26397493671129135,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.547,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.573,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.593,,,,,,,,0.263927481612675,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.664,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.714,,,,,,,,0.2638831687592993,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.793,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.826,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.855,,,,,,,,0.2638314251539508,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:05.934,,,,,,,,,,,,,,,,,,,,591,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:05.974,,,,,,,,0.26378747341653686,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:06.047,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.085,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.113,,,,,,,,0.2637362929631791,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:06.205,,,,,,,,,,,,,,,,,,,,592,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.372,,,,,,,,0.26364132613202856,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:06.515,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.557,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.572,,,,,,,,0.26356790291654275,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:06.647,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.694,,,,,,,,0.2635233419129342,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:06.764,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.813,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.846,,,,,,,,0.26346737153137795,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:06.914,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:06.975,,,,,,,,0.263420418772822,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.054,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.093,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.113,,,,,,,,0.26336948084490125,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.185,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.213,,,,,,,,0.26333305066210533,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.284,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.334,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.354,,,,,,,,0.2632816189561559,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.413,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.464,,,,,,,,0.26324119962946363,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.533,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.584,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.613,,,,,,,,0.26318655664884594,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.684,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.713,,,,,,,,0.2631501542711655,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.765,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.814,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.845,,,,,,,,0.2631015771415674,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:07.914,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:07.948,,,,,,,,0.26306444959663394,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.004,,,,,,,,,,,,,,,,,,,,592,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.054,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.084,,,,,,,,0.2630144307403696,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.150,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.204,,,,,,,,0.26297075058296016,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.285,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.314,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.333,,,,,,,,0.2629236848676473,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.384,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.413,,,,,,,,0.26289448419988215,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.464,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.504,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.524,,,,,,,,0.26285396256535,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.604,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.654,,,,,,,,0.26280667705370714,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.704,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.733,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.753,,,,,,,,0.2627703495272238,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.815,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.853,,,,,,,,0.26273404505441444,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:08.924,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.973,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:08.993,,,,,,,,0.2626829214420689,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:09.084,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.133,,,,,,,,0.2626320046283992,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:09.204,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.253,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.273,,,,,,,,0.2625808555124613,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:09.334,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.364,,,,,,,,0.26254773610247495,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:09.556,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.594,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.613,,,,,,,,0.26245724467801246,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:09.684,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.724,,,,,,,,0.26241684022087636,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:09.774,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.824,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.853,,,,,,,,0.2623700525539249,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:09.905,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:09.934,,,,,,,,0.2623407579970505,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.004,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.047,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.073,,,,,,,,0.2622900536451288,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.134,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.173,,,,,,,,0.2622538561555271,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.233,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.273,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.304,,,,,,,,0.26220625537054965,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.375,,,,,,,,,,,,,,,,,,,,592,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.406,,,,,,,,0.26216927089889513,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.454,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.493,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.513,,,,,,,,0.26213038498462465,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.585,,,,,,,,,,,,,,,,,,,,591,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.624,,,,,,,,0.26209000724984627,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.704,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.748,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.773,,,,,,,,0.26203611761405826,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.834,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.873,,,,,,,,0.26199982681940787,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:10.933,,,,,,,,,,,,,,,,,,,,594,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.973,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:10.993,,,,,,,,0.2619562400443549,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.064,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.104,,,,,,,,0.26191623776640527,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.174,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.224,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.253,,,,,,,,0.2618621157116654,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.336,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.374,,,,,,,,0.261818403214032,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.446,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.473,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.493,,,,,,,,0.2617754404307516,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.564,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.605,,,,,,,,0.26173493572594425,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.686,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.733,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.755,,,,,,,,0.26168063138380715,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.824,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:11.865,,,,,,,,0.26164072931408916,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:11.948,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.005,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.033,,,,,,,,0.2615801793332456,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:12.113,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.155,,,,,,,,0.2615360428825533,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:12.235,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.273,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.305,,,,,,,,0.26148176846847515,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:12.385,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.574,,,,,,,,0.26138478388198644,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:12.647,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
