time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Ambient air temperature (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Free space in fuel tank (L)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (L)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Oxygen sensor 5 Wide Range Current (mA) (mA)","Oxygen sensor 5 Wide Range Equivalence ratio ()","Power from MAF (hp)","Relative throttle position (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
03:59:32.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11328125,14.7516117,,,,,,,
03:59:32.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16015625,14.519814749999998,,,,,,,
03:59:32.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1171875,14.50457085,,,,,,,
03:59:32.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1171875,14.50457085,,,,,,,
03:59:32.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1328125,14.479014899999997,,,,,,,
03:59:32.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1328125,14.479014899999997,,,,,,,
03:59:32.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1328125,14.4870852,,,,,,,
03:59:32.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08984375,14.5381971,,,,,,,
03:59:32.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08984375,14.5381971,,,,,,,
03:59:32.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.109375,14.552095949999998,,,,,,,
03:59:32.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.109375,14.552095949999998,,,,,,,
03:59:32.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13671875,14.502329099999999,,,,,,,
03:59:32.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:32.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03125,14.63010885,,,,,,,
03:59:32.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03125,14.63010885,,,,,,,
03:59:33.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05078125,14.917949550000001,,,,,,,
03:59:33.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05078125,14.917949550000001,,,,,,,
03:59:33.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1015625,15.083390699999999,,,,,,,
03:59:33.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08203125,15.149746499999997,,,,,,,
03:59:33.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08203125,15.149746499999997,,,,,,,
03:59:33.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0390625,15.107601599999999,,,,,,,
03:59:33.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0390625,15.107601599999999,,,,,,,
03:59:33.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078125,15.078010499999998,,,,,,,
03:59:33.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,15.10625655,,,,,,,
03:59:33.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,15.10625655,,,,,,,
03:59:33.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01171875,14.97623505,,,,,,,
03:59:33.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01171875,14.97623505,,,,,,,
03:59:33.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1015625,14.676737249999999,,,,,,,
03:59:33.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12890625,14.5507509,,,,,,,
03:59:33.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12890625,14.5507509,,,,,,,
03:59:33.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:33.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1171875,14.482153349999999,,,,,,,
03:59:33.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1171875,14.482153349999999,,,,,,,
03:59:34.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12890625,14.48305005,,,,,,,
03:59:34.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10546875,14.5292301,,,,,,,
03:59:34.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10546875,14.5292301,,,,,,,
03:59:34.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12890625,14.4960522,,,,,,,
03:59:34.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12890625,14.4960522,,,,,,,
03:59:34.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16015625,14.422971149999999,,,,,,,
03:59:34.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1640625,14.412210749999998,,,,,,,
03:59:34.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09765625,14.531471849999999,,,,,,,
03:59:34.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0703125,14.563753049999999,,,,,,,
03:59:34.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.717088749999998,,,,,,,
03:59:34.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.717088749999998,,,,,,,
03:59:34.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,14.981166899999998,,,,,,,
03:59:34.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,14.981166899999998,,,,,,,
03:59:34.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:34.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11328125,15.10177305,,,,,,,
03:59:35.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,15.12419055,,,,,,,
03:59:35.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,15.12419055,,,,,,,
03:59:35.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078125,15.086529149999997,,,,,,,
03:59:35.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078125,15.086529149999997,,,,,,,
03:59:35.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078125,15.13226085,,,,,,,
03:59:35.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08984375,15.13226085,,,,,,,
03:59:35.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08984375,15.13226085,,,,,,,
03:59:35.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05078125,14.9246748,,,,,,,
03:59:35.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05078125,14.9246748,,,,,,,
03:59:35.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20703125,14.493810449999998,,,,,,,
03:59:35.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1796875,14.40324375,,,,,,,
03:59:35.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1796875,14.40324375,,,,,,,
03:59:35.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21484375,14.301019949999999,,,,,,,
03:59:35.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21484375,14.301019949999999,,,,,,,
03:59:35.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171875,14.339129699999999,,,,,,,
03:59:35.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171875,14.366927399999998,,,,,,,
03:59:35.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:35.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171875,14.366927399999998,,,,,,,
03:59:36.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1328125,14.42924805,,,,,,,
03:59:36.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1328125,14.42924805,,,,,,,
03:59:36.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11328125,14.493362099999999,,,,,,,
03:59:36.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10546875,14.51891805,,,,,,,
03:59:36.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10546875,14.51891805,,,,,,,
03:59:36.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.140625,14.460184199999999,,,,,,,
03:59:36.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.140625,14.460184199999999,,,,,,,
03:59:36.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.140625,14.414004149999998,,,,,,,
03:59:36.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0390625,14.739057899999999,,,,,,,
03:59:36.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0390625,14.739057899999999,,,,,,,
03:59:36.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05859375,14.99596245,,,,,,,
03:59:36.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05859375,14.99596245,,,,,,,
03:59:36.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,14.988788849999999,,,,,,,
03:59:36.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,15.031382099999998,,,,,,,
03:59:36.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,15.031382099999998,,,,,,,
03:59:36.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:36.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04296875,15.052902899999998,,,,,,,
03:59:36.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04296875,15.052902899999998,,,,,,,
03:59:37.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03515625,14.99416905,,,,,,,
03:59:37.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01171875,14.952472499999999,,,,,,,
03:59:37.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01171875,14.952472499999999,,,,,,,
03:59:37.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08203125,14.713053599999999,,,,,,,
