time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Ambient air temperature (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Free space in fuel tank (L)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (L)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Oxygen sensor 5 Wide Range Current (mA) (mA)","Oxygen sensor 5 Wide Range Equivalence ratio ()","Power from MAF (hp)","Relative throttle position (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
03:59:37.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08203125,14.713053599999999,,,,,,,
03:59:37.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.109375,14.59872435,,,,,,,
03:59:37.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2109375,14.41938435,,,,,,,
03:59:37.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2109375,14.41938435,,,,,,,
03:59:37.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21484375,14.340026399999998,,,,,,,
03:59:37.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21484375,14.340026399999998,,,,,,,
03:59:37.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15234375,14.3409231,,,,,,,
03:59:37.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.203125,14.305503449999998,,,,,,,
03:59:37.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.203125,14.305503449999998,,,,,,,
03:59:37.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1640625,14.366927399999998,,,,,,,
03:59:37.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1640625,14.366927399999998,,,,,,,
03:59:37.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:37.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19921875,14.3310594,,,,,,,
03:59:38.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18359375,14.37723945,,,,,,,
03:59:38.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18359375,14.37723945,,,,,,,
03:59:38.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00390625,14.655216449999998,,,,,,,
03:59:38.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00390625,14.655216449999998,,,,,,,
03:59:38.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0390625,14.83634985,,,,,,,
03:59:38.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05859375,15.001790999999999,,,,,,,
03:59:38.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05859375,15.001790999999999,,,,,,,
03:59:38.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05859375,15.03631395,,,,,,,
03:59:38.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05859375,15.03631395,,,,,,,
03:59:38.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,14.99327235,,,,,,,
03:59:38.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234375,14.914362749999999,,,,,,,
03:59:38.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234375,14.914362749999999,,,,,,,
03:59:38.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06640625,15.026898599999999,,,,,,,
03:59:38.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:38.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06640625,15.026898599999999,,,,,,,
03:59:39.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09765625,15.160955249999999,,,,,,,
03:59:39.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1484375,14.6924295,,,,,,,
03:59:39.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1640625,14.485291799999999,,,,,,,
03:59:39.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1640625,14.485291799999999,,,,,,,
03:59:39.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22265625,14.3507868,,,,,,,
03:59:39.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22265625,14.3507868,,,,,,,
03:59:39.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1640625,14.37634275,,,,,,,
03:59:39.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15625,14.389344899999998,,,,,,,
03:59:39.480,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15625,14.389344899999998,,,,,,,
03:59:39.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16796875,14.40234705,,,,,,,
03:59:39.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16796875,14.40234705,,,,,,,
03:59:39.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21484375,14.2987782,,,,,,,
03:59:39.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02734375,14.52429825,,,,,,,
03:59:39.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02734375,14.52429825,,,,,,,
03:59:39.840,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12890625,15.004929449999999,,,,,,,
03:59:39.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12890625,15.004929449999999,,,,,,,
03:59:39.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:39.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05078125,15.066801749999998,,,,,,,
03:59:40.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,15.0053778,,,,,,,
03:59:40.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,15.0053778,,,,,,,
03:59:40.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1328125,15.165887099999999,,,,,,,
03:59:40.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1328125,15.165887099999999,,,,,,,
03:59:40.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05078125,15.140331149999998,,,,,,,
03:59:40.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,14.99058225,,,,,,,
03:59:40.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,14.99058225,,,,,,,
03:59:40.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,15.048867749999998,,,,,,,
03:59:40.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,15.048867749999998,,,,,,,
03:59:40.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078125,15.111636749999999,,,,,,,
03:59:40.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,15.073078649999998,,,,,,,
03:59:40.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,15.073078649999998,,,,,,,
03:59:40.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02734375,15.04976445,,,,,,,
03:59:40.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02734375,15.04976445,,,,,,,
03:59:40.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1171875,14.687945999999998,,,,,,,
03:59:40.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:40.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2109375,14.4494238,,,,,,,
03:59:40.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2109375,14.4494238,,,,,,,
03:59:41.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2265625,14.30460675,,,,,,,
03:59:41.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2265625,14.30460675,,,,,,,
03:59:41.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1875,14.328369299999999,,,,,,,
03:59:41.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1875,14.341371449999999,,,,,,,
03:59:41.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1875,14.341371449999999,,,,,,,
03:59:41.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1796875,14.373652649999999,,,,,,,
03:59:41.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1796875,14.373652649999999,,,,,,,
03:59:41.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16796875,14.35213185,,,,,,,
03:59:41.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.6180034,,,,,,,
03:59:41.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.6180034,,,,,,,
03:59:41.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01171875,14.7336777,,,,,,,
03:59:41.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01171875,14.7336777,,,,,,,
03:59:41.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01953125,14.844420149999998,,,,,,,
03:59:41.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,14.893738649999998,,,,,,,
03:59:41.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,14.893738649999998,,,,,,,
03:59:41.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:41.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00390625,14.87939145,,,,,,,
03:59:41.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:42.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00390625,14.87939145,,,,,,,
03:59:42.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:42.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234375,14.8906002,,,,,,,
03:59:42.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:42.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01171875,14.911672649999998,,,,,,,
03:59:42.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:42.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01171875,14.911672649999998,,,,,,,
03:59:42.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:42.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,14.999997599999999,,,,,,,
03:59:42.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:42.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703125,14.999997599999999,,,,,,,
03:59:42.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:59:42.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04296875,15.037210649999997,,,,,,,
